"Task Aware Debugger for GDB" version 11.6.0 (202206271353)
(c) 2016-2022 NXP Semiconductors, Inc.
==================================
18:28:46.286 INFO: [TadModel] DSF session ID 19 has started.
18:28:49.149 INFO: [TadModel] DSF session ID 20 has started.
18:28:52.511 INFO: [TadState] TAD state changed: DEBUG_STARTED -> DEBUG_INIT_0 (SUSPENDED, USER_REQUEST)
18:28:52.615 INFO: [TadState] TAD state changed: DEBUG_INIT_0 -> DEBUG_INIT_1 (SUSPENDED, USER_REQUEST)
18:28:56.644 INFO: [TadState] TAD state changed: DEBUG_INIT_1 -> DEBUG_SUSPENDED (RESUMED, USER_REQUEST)
18:28:57.61 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_SUSPENDED (SUSPENDED, BREAKPOINT)
18:29:01.202 INFO: [TadState] TAD state changed: DEBUG_SUSPENDED -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:29:01.229 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:02.434 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:29:02.621 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:04.349 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:10.229 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:11.571 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:11.583 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:12.08 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:12.20 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:12.442 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:12.454 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:15.522 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:15.535 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:18.147 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:18.177 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:18.581 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:18.603 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:19.17 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:19.24 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:20.217 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:20.226 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:20.904 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:22.935 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:25.113 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:29:25.133 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:26.430 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:26.443 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:27.219 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:27.261 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:28.586 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:28.607 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:29.645 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:29.669 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:36.443 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:29:36.460 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:37.360 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:29:39.382 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:40.543 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:40.569 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:41.668 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:41.682 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:43.228 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:29:43.248 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:43.894 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:43.908 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:44.932 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, STEP)
18:29:44.978 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, STEP)
18:29:57.637 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:29:57.654 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:29:58.649 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:30:00.670 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:30:01.653 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:30:01.674 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
18:30:39.769 INFO: [TadState] TAD state changed: READY -> DEBUG_RESUMED (RESUMED, USER_REQUEST)
18:30:39.792 INFO: [TadState] TAD state changed: DEBUG_RESUMED -> READY (SUSPENDED, BREAKPOINT)
